Study_id,Species,Taxonomy,Class_name,Order_name,Family_name,Migratory_behaviour,Biological_archives,Tags_type,N_analysis,Life_stage,Instrument,Ablation_type,Beam_diameter,Beam_interval,Laser_fluence,Scan_speed,Reference_materials,LODs,Recovery_values,Analysis_type,Element_composition,Sample_date,Publication_date,Rawdata_name,Reference
3e9e746c47f287294be4932e9064b97f037ab716,Catostomus commersonii,Osteichthyes,Actinopterygii,Cypriniformes,Catostomidae,Potamodromous,Kidney,Trace element,30,Mixed,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,Al;Cd;Cu;Pb;Se,NA,1990,Tab.5,"Stripp, R. A., Heit, M., Bogen, D. C., Bidanset, J., & Trombetta, L. (1990). Trace element accumulation in the tissues of fish from lakes with different pH values. Water, Air, and Soil Pollution, 51, 75-87."
3e9e746c47f287294be4932e9064b97f037ab716,Catostomus commersonii,Osteichthyes,Actinopterygii,Cypriniformes,Catostomidae,Potamodromous,Liver,Trace element,30,Mixed,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,Al;Cd;Cu;Pb;Se,NA,1990,Tab.5,"Stripp, R. A., Heit, M., Bogen, D. C., Bidanset, J., & Trombetta, L. (1990). Trace element accumulation in the tissues of fish from lakes with different pH values. Water, Air, and Soil Pollution, 51, 75-87."
3e9e746c47f287294be4932e9064b97f037ab716,Catostomus commersonii,Osteichthyes,Actinopterygii,Cypriniformes,Catostomidae,Potamodromous,Muscle,Trace element,30,Mixed,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,Al;Cd;Cu;Pb;Se,NA,1990,Tab.5,"Stripp, R. A., Heit, M., Bogen, D. C., Bidanset, J., & Trombetta, L. (1990). Trace element accumulation in the tissues of fish from lakes with different pH values. Water, Air, and Soil Pollution, 51, 75-87."
3e9e746c47f287294be4932e9064b97f037ab716,Perca flavescens,Osteichthyes,Actinopterygii,Perciformes,Percidae,Partial migratory,Bone,Trace element,30,Mixed,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,Al;Cd;Cu;Pb;Se,NA,1990,Tab.5,"Stripp, R. A., Heit, M., Bogen, D. C., Bidanset, J., & Trombetta, L. (1990). Trace element accumulation in the tissues of fish from lakes with different pH values. Water, Air, and Soil Pollution, 51, 75-87."
3e9e746c47f287294be4932e9064b97f037ab716,Perca flavescens,Osteichthyes,Actinopterygii,Perciformes,Percidae,Partial migratory,Gill,Trace element,30,Mixed,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,Al;Cd;Cu;Pb;Se,NA,1990,Tab.5,"Stripp, R. A., Heit, M., Bogen, D. C., Bidanset, J., & Trombetta, L. (1990). Trace element accumulation in the tissues of fish from lakes with different pH values. Water, Air, and Soil Pollution, 51, 75-87."
3e9e746c47f287294be4932e9064b97f037ab716,Perca flavescens,Osteichthyes,Actinopterygii,Perciformes,Percidae,Partial migratory,Kidney,Trace element,30,Mixed,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,Al;Cd;Cu;Pb;Se,NA,1990,Tab.5,"Stripp, R. A., Heit, M., Bogen, D. C., Bidanset, J., & Trombetta, L. (1990). Trace element accumulation in the tissues of fish from lakes with different pH values. Water, Air, and Soil Pollution, 51, 75-87."
3e9e746c47f287294be4932e9064b97f037ab716,Perca flavescens,Osteichthyes,Actinopterygii,Perciformes,Percidae,Partial migratory,Liver,Trace element,30,Mixed,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,Al;Cd;Cu;Pb;Se,NA,1990,Tab.5,"Stripp, R. A., Heit, M., Bogen, D. C., Bidanset, J., & Trombetta, L. (1990). Trace element accumulation in the tissues of fish from lakes with different pH values. Water, Air, and Soil Pollution, 51, 75-87."
3e9e746c47f287294be4932e9064b97f037ab716,Perca flavescens,Osteichthyes,Actinopterygii,Perciformes,Percidae,Partial migratory,Muscle,Trace element,30,Mixed,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,Al;Cd;Cu;Pb;Se,NA,1990,Tab.5,"Stripp, R. A., Heit, M., Bogen, D. C., Bidanset, J., & Trombetta, L. (1990). Trace element accumulation in the tissues of fish from lakes with different pH values. Water, Air, and Soil Pollution, 51, 75-87."
3ed5c9f54d4121ce5f4f171b8d4a4a6c6fb42e37,Sander lucioperca,Osteichthyes,Actinopterygii,Perciformes,Percidae,Potamodromous,Otolith,Trace element,95,Mixed,XRF,NA,20,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,2014,2016,NA,"Pavlov, D. S.  Samoilov, K. Y.  Kuzishchin, K. V.  Gruzdeva, M. A.  & Pelgunova, L. A. (2016). Diversity of life strategies of pikepech Sander lucioperca (L.  in the Lower Volga (by the data of microelement composition of otolithes). Inland Water Biology, 9(4), 382-389."
3fb0e2ad2b9a51ba9c9757e696a7bfb5280dc36d,Oncorhynchus gorbuscha,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Muscle,Stable isotope,5,Larvae,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C,2007,2014,NA,"Tomida, Y.  Suzuki, T.  Yamada, T.  Asami, R.  Yaegashi, H.  Iryu, Y.  & Otake, T. (2014). Differences in oxygen and carbon stable isotope ratios between hatchery and wild pink salmon fry. Fisheries science, 80(2), 273-280."
3fb0e2ad2b9a51ba9c9757e696a7bfb5280dc36d,Oncorhynchus gorbuscha,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,23,Larvae,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d18O,2007,2014,NA,"Tomida, Y.  Suzuki, T.  Yamada, T.  Asami, R.  Yaegashi, H.  Iryu, Y.  & Otake, T. (2014). Differences in oxygen and carbon stable isotope ratios between hatchery and wild pink salmon fry. Fisheries science, 80(2), 273-280."
3fc5b9f682aa35d11a59bedebe40e2ebcaad3f2b,Oncorhynchus tshawytscha,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,13,Juvenile,LA-MC-ICP-MS,Laser ablation,60,NA,NA,NA,NA,NA,NA,Point,Sr8786,2002,2005,NA,"Barnett-Johnson, R.  Ramos, F. C.  Grimes, C. B.  & MacFarlane, R. B. (2005). Validation of Sr isotopes in otoliths by laser ablation multicollector inductively coupled plasma mass spectrometry (LA-MC-ICPMS): opening avenues in fisheries science applications. Canadian Journal of Fisheries and Aquatic Sciences, 62(11), 2425-2430."
3fc5b9f682aa35d11a59bedebe40e2ebcaad3f2b,Oncorhynchus tshawytscha,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,13,Juvenile,TIMS,Solution ablation,NA,NA,NA,NA,NA,NA,NA,Point,Sr8786,2002,2005,NA,"Barnett-Johnson, R.  Ramos, F. C.  Grimes, C. B.  & MacFarlane, R. B. (2005). Validation of Sr isotopes in otoliths by laser ablation multicollector inductively coupled plasma mass spectrometry (LA-MC-ICPMS): opening avenues in fisheries science applications. Canadian Journal of Fisheries and Aquatic Sciences, 62(11), 2425-2430."
3fc661455ca47cc136d528d24f4bd47b0fa15989,Coregonus lavaretus,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Diadromous and potamodromous,Otolith,Trace element,48,Adult,LA-MC-ICP-MS,Laser ablation,NA,NA,NA,NA,FEBS-01,NA,NA,Point,Ba;Ca;Mg;Mn;Sr;Zn,2005;2006;2012;2013,2017,NA,"Hagerstrand, H.  Heimbrand, Y.  von Numers, M.  Lill, J. O.  Jokikokko, E.  & Huhmarniemi, A. (2017). Whole otolith elemental analysis reveals feeding migration patterns causing growth rate differences in anadromous whitefish from the Baltic Sea. Ecology of Freshwater Fish, 26(3), 456-461."
3fd298e081a81103109624cec91773eddabeb010,Oncorhynchus keta,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Trace element,12,Mixed,EPMA,NA,5,10,NA,NA,CaCO3;SrCO3,NA,NA,Line,Ca;Sr,2014;2015;2016,2021,NA,"Wang, J.  Liu, W.  Li, P.  Tang, F.  Lu, W.  Yang, J.  & Jiang, T. (2021). Evidence of return of chum salmon released from Tangwang River by strontium marking method. Acta Oceanologica Sinica, 40(8), 182-186."
3fd298e081a81103109624cec91773eddabeb010,Oncorhynchus keta,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Trace element,2,Mixed,EPMA,NA,NA,NA,NA,NA,SrCO3,NA,NA,Map,Sr,2014;2015;2016,2021,NA,"Wang, J.  Liu, W.  Li, P.  Tang, F.  Lu, W.  Yang, J.  & Jiang, T. (2021). Evidence of return of chum salmon released from Tangwang River by strontium marking method. Acta Oceanologica Sinica, 40(8), 182-186."
3febe0bf55628185de35c6abe1aeab88db1428e8,Thunnus orientalis,Osteichthyes,Actinopterygii,Perciformes,Scombridae,Oceanodromous,Otolith,Stable isotope,76,Mixed,IRMS,NA,NA,NA,NA,NA,NBS-19,NA,NA,Point,d13C;d18O,2002;2003;2004;2007,2010,NA,"Shiao, J. C.  Wang, S. W.  Yokawa, K.  Ichinokawa, M.  Takeuchi, Y.  Chen, Y. G.  & Shen, C. C. (2010). Natal origin of Pacific bluefin tuna Thunnus orientalis inferred from otolith oxygen isotope composition. Marine Ecology Progress Series, 420, 207-219."
40982b44e81f115a2a6a6c1d02bb90c67b1be484,Alosa sapidissima,Osteichthyes,Actinopterygii,Clupeiformes,Clupeidae,Anadromous,Otolith,Trace element,6,Adult,WD-EM,NA,20,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,1990,1995,NA,"Limburg, K. E. (1995). Otolith strontium traces migratory histories of juvenile American shad, Alosa sapidissima. Marine Ecology Progress Series, 119, 25-35."
40c11a796280382005d790a5980565972a6421fe,Anguilla japonica,Osteichthyes,Actinopterygii,Anguilliformes,Anguillidae,Catadromous,Otolith,Trace element,51,Mixed,EPMA,NA,5,NA,NA,NA,CaCO3;SrCO3,NA,NA,Line,Ca;Sr,1998-2001,2003,NA,"Shiao, J. C.  Iizuka, Y.  Chang, C. W.  & Tzeng, W. N. (2003). Disparities in habitat use and migratory behavior between tropical eel Anguilla marmorata and temperate eel A. japonica in four Taiwanese rivers. Marine Ecology Progress Series, 261, 233-242."
40c11a796280382005d790a5980565972a6421fe,Anguilla marmorata,Osteichthyes,Actinopterygii,Anguilliformes,Anguillidae,Multiple diadromous,Otolith,Trace element,93,Mixed,EPMA,NA,5,NA,NA,NA,CaCO3;SrCO3,NA,NA,Line,Ca;Sr,1998-2001,2003,NA,"Shiao, J. C.  Iizuka, Y.  Chang, C. W.  & Tzeng, W. N. (2003). Disparities in habitat use and migratory behavior between tropical eel Anguilla marmorata and temperate eel A. japonica in four Taiwanese rivers. Marine Ecology Progress Series, 261, 233-242."
40d1d81a8d550acaaa5a1d46b663792a7346dab9,Neoceratodus forsteri,Osteichthyes,Sarcopterygii,Ceratodontiformes,Neoceratodontidae,Partial migratory,Fin,Stable isotope,35,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2014,2019,NA,"Olden, J. D., Fallon, S. J., Roberts, D. T., Espinoza, T., & Kennard, M. J. (2019). Looking to the past to ensure the future of the world's oldest living vertebrate: Isotopic evidence for multi-decadal shifts in trophic ecology of the Australian lungfish. River Research and Applications, 35(10), 1629-1639."
40d1d81a8d550acaaa5a1d46b663792a7346dab9,Neoceratodus forsteri,Osteichthyes,Sarcopterygii,Ceratodontiformes,Neoceratodontidae,Partial migratory,Muscle,Stable isotope,35,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2014,2019,NA,"Olden, J. D., Fallon, S. J., Roberts, D. T., Espinoza, T., & Kennard, M. J. (2019). Looking to the past to ensure the future of the world's oldest living vertebrate: Isotopic evidence for multi-decadal shifts in trophic ecology of the Australian lungfish. River Research and Applications, 35(10), 1629-1639."
40d1d81a8d550acaaa5a1d46b663792a7346dab9,Neoceratodus forsteri,Osteichthyes,Sarcopterygii,Ceratodontiformes,Neoceratodontidae,Partial migratory,Scale,Stable isotope,35,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2014,2019,NA,"Olden, J. D., Fallon, S. J., Roberts, D. T., Espinoza, T., & Kennard, M. J. (2019). Looking to the past to ensure the future of the world's oldest living vertebrate: Isotopic evidence for multi-decadal shifts in trophic ecology of the Australian lungfish. River Research and Applications, 35(10), 1629-1639."
4133137e3abe1f090443c21558e5bf3c4ff1c061,Salvelinus namaycush,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Undetermined,Muscle,Stable isotope,103,Mixed,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2008,2014,NA,"Stafford, C. P., McPhee, M. V., Eby, L. A., & Allendorf, F. W. (2014). Introduced lake trout exhibit life history and morphological divergence with depth. Canadian Journal of Fisheries and Aquatic Sciences, 71(1), 10-20."
4186ea23da1321fd0d4f5835f6740aa46dc9f750,Centropristis striata,Osteichthyes,Actinopterygii,Perciformes,Serranidae,Multiple diadromous,Eye lense,Stable isotope,51,Juvenile,CF-IRMS,NA,NA,NA,NA,NA,NIST8573;NIST577b,NA,NA,Point,d13C;d15N,2015;2016;2017,2020,NA,"Vecchio, J. L.  & Peebles, E. B. (2020). Spawning origins and ontogenetic movements for demersal fishes: An approach using eye-lens stable isotopes. Estuarine, Coastal and Shelf Science, 246, 107047."
4186ea23da1321fd0d4f5835f6740aa46dc9f750,Mycteroperca microlepis,Osteichthyes,Actinopterygii,Perciformes,Epinephelidae,Oceanodromous,Eye lense,Stable isotope,52,Juvenile,CF-IRMS,NA,NA,NA,NA,NA,NIST8573;NIST577b,NA,NA,Point,d13C;d15N,2015;2016;2017,2020,NA,"Vecchio, J. L.  & Peebles, E. B. (2020). Spawning origins and ontogenetic movements for demersal fishes: An approach using eye-lens stable isotopes. Estuarine, Coastal and Shelf Science, 246, 107047."
41aed499879106ac1e5f3d693620bcb8703cd02b,Sander vitreus,Osteichthyes,Actinopterygii,Perciformes,Percidae,Partial migratory,Otolith,Trace element,123,Adult,LA-ICP-MS,Laser ablation,NA,NA,NA,NA,NIST611;NIST613,NA,NA,Point,Ba;Ca;Sr,2012,2016,NA,"Carlson, A. K.  Bailey, P. E.  Fincel, M. J.  & Graeb, B. D. (2016). Otoliths as elemental tracers of walleye environmental history: insights for interjurisdictional fisheries management. Lake and Reservoir Management, 32(4), 329-340."
41e566f9f0e97a87677ab283e711397e9fe9afd1,Oncorhynchus clarkii,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Trace element,5,Mixed,LA-MC-ICP-MS,Laser ablation,90,NA,NA,5,NA,NA,NA,Line,Ca;Sr,2005,2012,NA,"Muhlfeld, C. C.  Thorrold, S. R.  McMahon, T. E.  & Marotz, B. (2012). Estimating westslope cutthroat trout (Oncorhynchus clarkii lewisi) movements in a river network using strontium isoscapes. Canadian Journal of Fisheries and Aquatic Sciences, 69(5), 906-915."
41e566f9f0e97a87677ab283e711397e9fe9afd1,Oncorhynchus clarkii,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,5,Mixed,LA-MC-ICP-MS,Laser ablation,120,NA,NA,NA,NIST987,NA,NA,Line,Sr8786,2005,2012,NA,"Muhlfeld, C. C.  Thorrold, S. R.  McMahon, T. E.  & Marotz, B. (2012). Estimating westslope cutthroat trout (Oncorhynchus clarkii lewisi) movements in a river network using strontium isoscapes. Canadian Journal of Fisheries and Aquatic Sciences, 69(5), 906-915."
41fc0ea600cd5428e7f0f4674339bb00a1e7f3bc,Lates calcarifer,Osteichthyes,Actinopterygii,Perciformes,Latidae,Multiple diadromous,Otolith,Stable isotope,67,Adult,LA-MC-ICP-MS,Laser ablation,40,NA,3,20,NA,NA,NA,Line,Sr8786,2008;2014,2017,NA,"Crook, D. A.  Buckle, D. J.  Allsop, Q.  Baldwin, W.  Saunders, T. M.  Kyne, P. M.  . . & Douglas, M. M. (2016). Use of otolith chemistry and acoustic telemetry to elucidate migratory contingents in barramundi Lates calcarifer. Marine and Freshwater Research, 68(8), 1554-1566."
42130e20f93962521694c9bc404c92bcbc579468,Thunnus thynnus,Osteichthyes,Actinopterygii,Perciformes,Scombridae,Oceanodromous,Otolith,Trace element,64,Juvenile,Q-LA-ICP-MS,Laser ablation,NA,NA,NA,NA,NIST915a,Li:0.01ug/g;Mg:0.19ug/g;Mn:0.06ug/g;Ba:0.01ug/g;Sr:0.90ug/g,NA,Point,Ba;Ca;Li;Mg;Mn;Sr,1998;1999,2003,NA,"Rooker, J. R. (2003). Identification of northern bluefin tuna stocks from putative nurseries in the Mediterranean Sea and western Atlantic Ocean using otolith chemistry. Fisheries Oceanography, 12, 75-84."
424147e8cc26aa1d6807948ee20b07d0c2e735a6,Hypophthalmichthys molitrix,Osteichthyes,Actinopterygii,Cypriniformes,Xenocyprididae,Potamodromous,Otolith,Trace element,300,Mixed,LA-ICP-MS,Laser ablation,NA,NA,NA,NA,MACS-3,NA,NA,Point,Ba;Ca;Sr,2018-2019,2022,NA,"Werner, J. P., Dean, Q. J., Pegg, M. A., & Hamel, M. J. (2023). Patterns in spatial use and movement of Silver Carp among tributaries and main-stem rivers: insight from otolith microchemistry analysis. Biological Invasions, 25(2), 471-484."
42a21dd4133c2e6da32810500827c9a480967255,Carcharhinus acronotus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Blood,Stable isotope,23,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2011-2013,2019,Tab.2,"Shiffman, D. S., Kaufman, L., Heithaus, M., & Hammerschlag, N. (2019). Intraspecific differences in relative isotopic niche area and overlap of co-occurring sharks. Aquatic ecology, 53, 233-250."
42a21dd4133c2e6da32810500827c9a480967255,Carcharhinus leucas,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Blood,Stable isotope,42,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2011-2013,2019,Tab.2,"Shiffman, D. S., Kaufman, L., Heithaus, M., & Hammerschlag, N. (2019). Intraspecific differences in relative isotopic niche area and overlap of co-occurring sharks. Aquatic ecology, 53, 233-250."
42a21dd4133c2e6da32810500827c9a480967255,Carcharhinus limbatus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Blood,Stable isotope,34,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2011-2013,2019,Tab.2,"Shiffman, D. S., Kaufman, L., Heithaus, M., & Hammerschlag, N. (2019). Intraspecific differences in relative isotopic niche area and overlap of co-occurring sharks. Aquatic ecology, 53, 233-250."
42a21dd4133c2e6da32810500827c9a480967255,Carcharhinus plumbeus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Oceanodromous,Blood,Stable isotope,55,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2011-2013,2019,Tab.2,"Shiffman, D. S., Kaufman, L., Heithaus, M., & Hammerschlag, N. (2019). Intraspecific differences in relative isotopic niche area and overlap of co-occurring sharks. Aquatic ecology, 53, 233-250."
42a21dd4133c2e6da32810500827c9a480967255,Galeocerdo cuvier,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Oceanodromous,Blood,Stable isotope,21,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2011-2013,2019,Tab.2,"Shiffman, D. S., Kaufman, L., Heithaus, M., & Hammerschlag, N. (2019). Intraspecific differences in relative isotopic niche area and overlap of co-occurring sharks. Aquatic ecology, 53, 233-250."
42a21dd4133c2e6da32810500827c9a480967255,Negaprion brevirostris,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Oceanodromous,Blood,Stable isotope,52,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2011-2013,2019,Tab.2,"Shiffman, D. S., Kaufman, L., Heithaus, M., & Hammerschlag, N. (2019). Intraspecific differences in relative isotopic niche area and overlap of co-occurring sharks. Aquatic ecology, 53, 233-250."
42a21dd4133c2e6da32810500827c9a480967255,Rhizoprionodon terraenovae,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Blood,Stable isotope,7,Adult,IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2011-2013,2019,Tab.2,"Shiffman, D. S., Kaufman, L., Heithaus, M., & Hammerschlag, N. (2019). Intraspecific differences in relative isotopic niche area and overlap of co-occurring sharks. Aquatic ecology, 53, 233-250."
42ae77340cd3fcf06fd555ec1c130bc5eab03441,Paralichthys dentatus,Osteichthyes,Actinopterygii,Pleuronectiformes,Paralichthyidae,Oceanodromous,Otolith,Stable isotope,30,Juvenile,LA-MC-ICP-MS,Laser ablation,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d18O,2011,2014,NA,"Kajajian, A.  Schaffler, J. J.  & Jones, C. M. (2014). Lack of equivalence in the elemental and stable isotope chemistry within the sagittal otolith pair of the summer flounder, Paralichthys dentatus. ICES Journal of Marine Science, 71(2), 356-364."
42ae77340cd3fcf06fd555ec1c130bc5eab03441,Paralichthys dentatus,Osteichthyes,Actinopterygii,Pleuronectiformes,Paralichthyidae,Oceanodromous,Otolith,Trace element,30,Juvenile,LA-ICP-MS,Laser ablation,NA,NA,NA,NA,NIST610;NIST612,NA,NA,Point,Ba;Ca;Li;Mg;Mn;Pb;Rb;Sr;Y,2011,2014,NA,"Kajajian, A.  Schaffler, J. J.  & Jones, C. M. (2014). Lack of equivalence in the elemental and stable isotope chemistry within the sagittal otolith pair of the summer flounder, Paralichthys dentatus. ICES Journal of Marine Science, 71(2), 356-364."
42c88152c79e58eafc497a96ded47c091a804c79,Chelon labrosus,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Catadromous,Otolith,Trace element,15,Adult,EPMA,NA,NA,NA,NA,NA,NA,NA,NA,Line,Ca;Sr,2005-2008,2011,NA,"Schaber, M.  Marohn, L.  Petereit, C.  Schroeder, J. P.  Zumholz, K.  & Hanel, R. (2011). Newcomers in the Baltic Sea: an attempt to trace the origins and whereabouts of thicklip grey mullet Chelon labrosus. Fisheries Science, 77(5), 757-764."
42c88152c79e58eafc497a96ded47c091a804c79,Chelon labrosus,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Catadromous,Otolith,Trace element,1,Adult,EPMA,NA,1,NA,NA,NA,NA,NA,NA,Map,Sr,2005-2008,2011,NA,"Schaber, M.  Marohn, L.  Petereit, C.  Schroeder, J. P.  Zumholz, K.  & Hanel, R. (2011). Newcomers in the Baltic Sea: an attempt to trace the origins and whereabouts of thicklip grey mullet Chelon labrosus. Fisheries Science, 77(5), 757-764."
42c88152c79e58eafc497a96ded47c091a804c79,Chelon labrosus,Osteichthyes,Actinopterygii,Mugiliformes,Mugilidae,Catadromous,Otolith,Trace element,15,Adult,LA-ICP-MS,Laser ablation,75,NA,NA,3,NIST612,NA,NA,Line,Ca;Sr,2005-2008,2011,NA,"Schaber, M.  Marohn, L.  Petereit, C.  Schroeder, J. P.  Zumholz, K.  & Hanel, R. (2011). Newcomers in the Baltic Sea: an attempt to trace the origins and whereabouts of thicklip grey mullet Chelon labrosus. Fisheries Science, 77(5), 757-764."
42d8b1ba283bb5f2cfe7acf91e594079c8f85cfd,Lates calcarifer,Osteichthyes,Actinopterygii,Perciformes,Latidae,Multiple diadromous,Otolith,Stable isotope,8,Adult,LA-MC-ICP-MS,Laser ablation,80,NA,NA,NA,NA,NA,NA,Line,Sr8786,2000;2001;2002;2003,2005,NA,"Muller, W.  Mcculloch, M.  Cappo, M.  & Aumend, J. (2005). Tracing the life history of individual barramundi using laser ablation MC-ICP-MS Sr-isotopic and Sr/Ba ratios in otoliths. Marine and Freshwater Research, 56: 637-644."
42d8b1ba283bb5f2cfe7acf91e594079c8f85cfd,Lates calcarifer,Osteichthyes,Actinopterygii,Perciformes,Latidae,Multiple diadromous,Otolith,Trace element,8,Adult,LA-MC-ICP-MS,Laser ablation,NA,NA,NA,NA,NA,NA,NA,Line,Ba;Ca;Mg;Sr,2000;2001;2002;2003,2005,NA,"Muller, W.  Mcculloch, M.  Cappo, M.  & Aumend, J. (2005). Tracing the life history of individual barramundi using laser ablation MC-ICP-MS Sr-isotopic and Sr/Ba ratios in otoliths. Marine and Freshwater Research, 56: 637-644."
42ff9cecef71c5c8e9dd482d889a3a13e2eae5db,Morone americana,Osteichthyes,Actinopterygii,Perciformes,Moronidae,Partial migratory,Otolith,Stable isotope,47,Juvenile,IRMS,NA,NA,NA,NA,NA,NBS-18;NBS-19,NA,NA,Point,d13C;d18O,2001;2004;2005,2007,NA,"Kerr, L. A.  Secor, D. H.  & Kraus, R. T. (2007). Stable isotope (d13C and d18O) and Sr/Ca composition of otoliths as proxies for environmental salinity experienced by an estuarine fish. Marine Ecology Progress Series, 349, 245-253."
42ff9cecef71c5c8e9dd482d889a3a13e2eae5db,Morone americana,Osteichthyes,Actinopterygii,Perciformes,Moronidae,Partial migratory,Otolith,Trace element,47,Juvenile,WD-EM,NA,NA,NA,NA,NA,NA,NA,NA,Point,Ca;Sr,2001;2004;2005,2007,NA,"Kerr, L. A.  Secor, D. H.  & Kraus, R. T. (2007). Stable isotope (d13C and d18O) and Sr/Ca composition of otoliths as proxies for environmental salinity experienced by an estuarine fish. Marine Ecology Progress Series, 349, 245-253."
430eafb786596c4956396ddfb868c6a54812d5ca,Scomber scombrus,Osteichthyes,Actinopterygii,Perciformes,Scombridae,Oceanodromous,Otolith,Trace element,180,Adult,ICP-MS,Laser ablation,NA,NA,NA,NA,NA,Ca:0.015mg/L;Na:0.403ug/L;Sr:0.079ug/L;Li:0.002ug/L;Mg:0.044ug/L;Mn:0.019ug/L;Co:0.006ug/L;Ni:0.009ug/L;Ba:0.007ug/L,NA,Point,Ca;Li;Mg;Mn,2018,2020,NA,"Moura, A.  Muniz, A. A.  Mullis, E.  Wilson, J. M.  Vieira, R. P.  Almeida, A. A.  . . & Correia, A. T. (2020). Population structure and dynamics of the Atlantic mackerel (Scomber scombrus) in the North Atlantic inferred from otolith chemical and shape signatures. Fisheries Research, 230, 105621."
430eafb786596c4956396ddfb868c6a54812d5ca,Scomber scombrus,Osteichthyes,Actinopterygii,Perciformes,Scombridae,Oceanodromous,Otolith,Stable isotope,180,Adult,IRMS,NA,NA,NA,NA,NA,NBS-18;NBS-19,NA,NA,Point,d13C;d18O,2018,2020,NA,"Moura, A.  Muniz, A. A.  Mullis, E.  Wilson, J. M.  Vieira, R. P.  Almeida, A. A.  . . & Correia, A. T. (2020). Population structure and dynamics of the Atlantic mackerel (Scomber scombrus) in the North Atlantic inferred from otolith chemical and shape signatures. Fisheries Research, 230, 105621."
4331fc8ea8e404a541ca9e04fa2b46d2999c1144,Oncorhynchus keta,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,25,Mixed,LA-MC-ICP-MS,Laser ablation,NA,NA,NA,NA,NA,NA,NA,Point,Sr8786,2005,2013,NA,"Zimmerman, C. E.  Swanson, H. K.  Volk, E. C.  & Kent, A. J. (2013). Species and life history affect the utility of otolith chemical composition for determining natal stream of origin for Pacific salmon. Transactions of the American Fisheries Society, 142(5), 1370-1380."
