Study_id,Species,Taxonomy,Class_name,Order_name,Family_name,Migratory_behaviour,Biological_archives,Tags_type,N_analysis,Life_stage,Instrument,Ablation_type,Beam_diameter,Beam_interval,Laser_fluence,Scan_speed,Reference_materials,LODs,Recovery_values,Analysis_type,Element_composition,Sample_date,Publication_date,Rawdata_name,Reference
7514c2198a49e9c9a16bff15f9a344f1362d4459,Scomber australasicus,Osteichthyes,Actinopterygii,Perciformes,Scombridae,Oceanodromous,Muscle,Stable isotope,43,Mixed,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2005-2017,2019,Tab.1,"Ohshimo, S.  Madigan, D. J.  Kodama, T.  Tanaka, H.  Komoto, K.  Suyama, S.  . . & Yamakawa, T. (2019). Isoscapes reveal patterns of d13C and d15N of pelagic forage fish and squid in the Northwest Pacific Ocean. Progress in oceanography, 175, 124-138."
7514c2198a49e9c9a16bff15f9a344f1362d4459,Scomber japonicus,Osteichthyes,Actinopterygii,Perciformes,Scombridae,Oceanodromous,Muscle,Stable isotope,149,Mixed,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2005-2017,2019,Tab.1,"Ohshimo, S.  Madigan, D. J.  Kodama, T.  Tanaka, H.  Komoto, K.  Suyama, S.  . . & Yamakawa, T. (2019). Isoscapes reveal patterns of d13C and d15N of pelagic forage fish and squid in the Northwest Pacific Ocean. Progress in oceanography, 175, 124-138."
7514c2198a49e9c9a16bff15f9a344f1362d4459,Scombrolabrax heterolepis,Osteichthyes,Actinopterygii,Perciformes,Scombrolabracidae,Oceanodromous,Muscle,Stable isotope,14,Mixed,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2005-2017,2019,Tab.1,"Ohshimo, S.  Madigan, D. J.  Kodama, T.  Tanaka, H.  Komoto, K.  Suyama, S.  . . & Yamakawa, T. (2019). Isoscapes reveal patterns of d13C and d15N of pelagic forage fish and squid in the Northwest Pacific Ocean. Progress in oceanography, 175, 124-138."
7514c2198a49e9c9a16bff15f9a344f1362d4459,Symbolophorus evermanni,Osteichthyes,Actinopterygii,Myctophiformes,Myctophidae,Oceanodromous,Muscle,Stable isotope,95,Mixed,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2005-2017,2019,Tab.1,"Ohshimo, S.  Madigan, D. J.  Kodama, T.  Tanaka, H.  Komoto, K.  Suyama, S.  . . & Yamakawa, T. (2019). Isoscapes reveal patterns of d13C and d15N of pelagic forage fish and squid in the Northwest Pacific Ocean. Progress in oceanography, 175, 124-138."
7514c2198a49e9c9a16bff15f9a344f1362d4459,Trachurus japonicus,Osteichthyes,Actinopterygii,Perciformes,Carangidae,Oceanodromous,Muscle,Stable isotope,72,Mixed,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2005-2017,2019,Tab.1,"Ohshimo, S.  Madigan, D. J.  Kodama, T.  Tanaka, H.  Komoto, K.  Suyama, S.  . . & Yamakawa, T. (2019). Isoscapes reveal patterns of d13C and d15N of pelagic forage fish and squid in the Northwest Pacific Ocean. Progress in oceanography, 175, 124-138."
751acef691d238ded3e207c4106caf3d54fe2ad1,Alosa sapidissima,Osteichthyes,Actinopterygii,Clupeiformes,Clupeidae,Anadromous,Otolith,Trace element,1,Juvenile,PIXE,NA,NA,NA,NA,NA,NA,NA,NA,Map,Ca;Sr,NA,2000,NA,"Elfman, M., Limburg, K. E., Kristiansson, P., Svedang, H., Westin, L., Wickstrom, H., ... & Pallon, J. (2000). Complex life histories of fishes revealed through natural information storage devices: case studies of diadromous events as recorded by otoliths. Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms, 161, 877-881."
751acef691d238ded3e207c4106caf3d54fe2ad1,Anguilla anguilla,Osteichthyes,Actinopterygii,Anguilliformes,Anguillidae,Multiple diadromous,Otolith,Trace element,4,Mixed,PIXE,NA,NA,NA,NA,NA,NA,NA,NA,Map,Ca;Sr,NA,2000,NA,"Elfman, M., Limburg, K. E., Kristiansson, P., Svedang, H., Westin, L., Wickstrom, H., ... & Pallon, J. (2000). Complex life histories of fishes revealed through natural information storage devices: case studies of diadromous events as recorded by otoliths. Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms, 161, 877-881."
751acef691d238ded3e207c4106caf3d54fe2ad1,Salmo trutta,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Partial migratory,Otolith,Trace element,3,Mixed,PIXE,NA,NA,NA,NA,NA,NA,NA,NA,Map,Ca;Sr,NA,2000,NA,"Elfman, M., Limburg, K. E., Kristiansson, P., Svedang, H., Westin, L., Wickstrom, H., ... & Pallon, J. (2000). Complex life histories of fishes revealed through natural information storage devices: case studies of diadromous events as recorded by otoliths. Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms, 161, 877-881."
751f2eeba45e7a336a4de782a304bad663ae2fab,Sander vitreus,Osteichthyes,Actinopterygii,Perciformes,Percidae,Partial migratory,Otolith,Stable isotope,2,Adult,LA-MC-ICP-MS,Laser ablation,50,NA,NA,5,MACS-3,NA,NA,Line,Sr8786,2015,2018,NA,"Bourret, S. L.  & Clancy, N. G. (2018). Using forensic geochemistry via fish otoliths to investigate an illegal fish introduction. Canadian Journal of Fisheries and Aquatic Sciences, 75(11), 1778-1783."
751f2eeba45e7a336a4de782a304bad663ae2fab,Sander vitreus,Osteichthyes,Actinopterygii,Perciformes,Percidae,Partial migratory,Otolith,Trace element,2,Adult,LA-ICP-MS,Laser ablation,50,NA,NA,5,MACS-3,NA,NA,Line,Ca;Sr,2015,2018,NA,"Bourret, S. L.  & Clancy, N. G. (2018). Using forensic geochemistry via fish otoliths to investigate an illegal fish introduction. Canadian Journal of Fisheries and Aquatic Sciences, 75(11), 1778-1783."
7521d594f3f5ce87003f7138b8f9457153a8e97c,Merlangius merlangus,Osteichthyes,Actinopterygii,Gadiformes,Gadidae,Oceanodromous,Muscle,Stable isotope,47,Mixed,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2008;2009,2014,NA,"Chouvelon, T.  Caurant, F.  Cherel, Y.  Simon-Bouhet, B.  Spitz, J.  & Bustamante, P. (2014). Species-and size-related patterns in stable isotopes and mercury concentrations in fish help refine marine ecosystem indicators and provide evidence for distinct management units for hake in the Northeast Atlantic. ICES Journal of Marine Science, 71(5), 1073-1087."
7521d594f3f5ce87003f7138b8f9457153a8e97c,Trachurus trachurus,Osteichthyes,Actinopterygii,Perciformes,Carangidae,Oceanodromous,Muscle,Stable isotope,57,Mixed,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2008;2009,2014,NA,"Chouvelon, T.  Caurant, F.  Cherel, Y.  Simon-Bouhet, B.  Spitz, J.  & Bustamante, P. (2014). Species-and size-related patterns in stable isotopes and mercury concentrations in fish help refine marine ecosystem indicators and provide evidence for distinct management units for hake in the Northeast Atlantic. ICES Journal of Marine Science, 71(5), 1073-1087."
75339195070c983c0fbc460901eb89ebea78d2a1,Coilia grayii,Osteichthyes,Actinopterygii,Clupeiformes,Engraulidae,Undetermined,Otolith,Trace element,16,Mixed,EPMA,NA,10,NA,NA,NA,CaCO3;SrCO3,NA,NA,Line,Ca;Sr,2015;2016,2022,NA,"Wang, G., Tang, Q., Chen, Z., Guo, D., Zhou, L., Lai, H., & Li, G. (2022). Otolith Microchemistry and Demographic History Provide New Insight into the Migratory Behavior and Heterogeneous Genetic Divergence of Coilia grayii in the Pearl River. Fishes, 7(1), 23."
75339195070c983c0fbc460901eb89ebea78d2a1,Coilia grayii,Osteichthyes,Actinopterygii,Clupeiformes,Engraulidae,Undetermined,Otolith,Trace element,16,Mixed,EPMA,NA,NA,NA,NA,NA,SrCO3,NA,NA,Map,Sr,2015;2016,2022,NA,"Wang, G., Tang, Q., Chen, Z., Guo, D., Zhou, L., Lai, H., & Li, G. (2022). Otolith Microchemistry and Demographic History Provide New Insight into the Migratory Behavior and Heterogeneous Genetic Divergence of Coilia grayii in the Pearl River. Fishes, 7(1), 23."
754b5e34676dbf68d4fcd2432f8dc733d1dc3d86,Lates calcarifer,Osteichthyes,Actinopterygii,Perciformes,Latidae,Multiple diadromous,Muscle,Stable isotope,19,Mixed,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,NA,2019,NA,"Gopi, K.  Mazumder, D.  Sammut, J.  Saintilan, N.  Crawford, J.  & Gadd, P. (2019). Isotopic and elemental profiling to trace the geographic origins of farmed and wild-caught Asian seabass (Lates calcarifer). Aquaculture, 502, 56-62."
758a1b5382966a4a7940aebe241eeae858f6da74,Merluccius productus,Osteichthyes,Actinopterygii,Gadiformes,Merlucciidae,Undetermined,Otolith,Trace element,439,Mixed,LA-ICP-MS,Laser ablation,30,NA,NA,15,NIST610,NA,NA,Line,Ba;Ca;Mg;Mn;Pb;Sr,1979-2016,2022,NA,"Chittaro, P., Grandin, C., Pacunski, R., & Zabel, R. (2022). Five decades of change in somatic growth of Pacific hake from Puget Sound and Strait of Georgia. PeerJ, 10, e13577."
75bc51e3a3dc1c45d6642c96948706839b619ca7,Oncorhynchus tshawytscha,Osteichthyes,Actinopterygii,Salmoniformes,Salmonidae,Anadromous,Otolith,Stable isotope,117,Juvenile,LA-MC-ICP-MS,Laser ablation,60,NA,NA,10,NA,NA,NA,Point,Sr8786,2007;2008,2010,NA,"Barnett-Johnson, R.  Teel, D. J.  & Casillas, E. (2010). Genetic and otolith isotopic markers identify salmon populations in the Columbia River at broad and fine geographic scales. Environmental Biology of Fishes, 89(3), 533-546."
75bc8b38484a039374411bec37a2942b12da179f,Pseudopleuronectes americanus,Osteichthyes,Actinopterygii,Pleuronectiformes,Pleuronectidae,Oceanodromous,Otolith,Stable isotope,180,Juvenile,CF-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d18O,2002-2004,2012,NA,"Pruell, R. J.  Taplin, B. K.  & Karr, J. D. (2012). Spatial and temporal trends in stable carbon and oxygen isotope ratios of juvenile winter flounder otoliths. Environmental Biology of Fishes, 93(1), 61-71."
7652d2f9fc749447d2ffe07477b40b538f3d53c6,Isurus oxyrinchus,Chondrichthyes,Chondrichthyes,Lamniformes,Lamnidae,Oceanodromous,Muscle,Stable isotope,10,Mixed,EA-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N;d199Hg,2014-2016,2021,NA,"Besnard, L., Le Croizier, G., Galvan-Magana, F., Point, D., Kraffe, E., Ketchum, J., ... & Schaal, G. (2021). Foraging depth depicts resource partitioning and contamination level in a pelagic shark assemblage: Insights from mercury stable isotopes. Environmental Pollution, 283, 117066."
7652d2f9fc749447d2ffe07477b40b538f3d53c6,Prionace glauca,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Oceanodromous,Muscle,Stable isotope,13,Mixed,EA-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N;d199Hg,2014-2016,2021,NA,"Besnard, L., Le Croizier, G., Galvan-Magana, F., Point, D., Kraffe, E., Ketchum, J., ... & Schaal, G. (2021). Foraging depth depicts resource partitioning and contamination level in a pelagic shark assemblage: Insights from mercury stable isotopes. Environmental Pollution, 283, 117066."
7652d2f9fc749447d2ffe07477b40b538f3d53c6,Sphyrna zygaena,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Oceanodromous,Muscle,Stable isotope,13,Mixed,EA-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N;d199Hg,2014-2016,2021,NA,"Besnard, L., Le Croizier, G., Galvan-Magana, F., Point, D., Kraffe, E., Ketchum, J., ... & Schaal, G. (2021). Foraging depth depicts resource partitioning and contamination level in a pelagic shark assemblage: Insights from mercury stable isotopes. Environmental Pollution, 283, 117066."
76531766aedb1530180ce535a0a92f30e4eb01d9,Lampetra aepyptera,Agnatha,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Partial migratory,Muscle,Stable isotope,36,Larvae,EA-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2010,2016,NA,"Evans, T. M., & Bauer, J. E. (2016). Using stable isotopes and C: N ratios to examine the life-history strategies and nutritional sources of larval lampreys. Journal of fish biology, 88(2), 638-654."
76531766aedb1530180ce535a0a92f30e4eb01d9,Lethenteron appendix,Agnatha,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Partial migratory,Muscle,Stable isotope,36,Larvae,EA-IRMS,NA,NA,NA,NA,NA,NA,NA,NA,Point,d13C;d15N,2010,2016,NA,"Evans, T. M., & Bauer, J. E. (2016). Using stable isotopes and C: N ratios to examine the life-history strategies and nutritional sources of larval lampreys. Journal of fish biology, 88(2), 638-654."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus falciformis,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Oceanodromous,Fin,Stable isotope,1,Juvenile,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus falciformis,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Oceanodromous,Fin,Trace element,1,Juvenile,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus limbatus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Fin,Stable isotope,1,Juvenile,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus limbatus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Fin,Trace element,1,Juvenile,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus macloti,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Fin,Stable isotope,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus macloti,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Liver,Stable isotope,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus macloti,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Muscle,Stable isotope,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus macloti,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Fin,Trace element,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus macloti,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Liver,Trace element,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus macloti,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Muscle,Trace element,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus melanopterus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Fin,Stable isotope,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus melanopterus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Liver,Stable isotope,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus melanopterus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Muscle,Stable isotope,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus melanopterus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Fin,Trace element,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus melanopterus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Liver,Trace element,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus melanopterus,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Amphidromous,Muscle,Trace element,2,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus sorrah,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Fin,Stable isotope,8,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus sorrah,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Liver,Stable isotope,8,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus sorrah,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Muscle,Stable isotope,8,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,d13C;d15N,2016-2019,2021,Tab.1,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus sorrah,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Fin,Trace element,8,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
765782744b8b0c48d04713602cd7177005efb883,Carcharhinus sorrah,Chondrichthyes,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Suspected migrant,Liver,Trace element,8,Mixed,CF-EA-IRMS,NA,NA,NA,NA,NA,USGS-40;IAEA-N1;IAEA-CH6;IAEA-CH7,NA,NA,Point,As;Cd;Co;Cr;Cu;Hg;Mn;Ni;Pb;Se;V;Zn,2016-2019,2021,Tab.S2,"Boldrocchi, G., Spanu, D., Mazzoni, M., Omar, M., Baneschi, I., Boschi, C., ... & Monticelli, D. (2021). Bioaccumulation and biomagnification in elasmobranchs: A concurrent assessment of trophic transfer of trace elements in 12 species from the Indian Ocean. Marine Pollution Bulletin, 172, 112853."
